Perfume;Brand;Gender;Age_Group;Top;Middle;Base
jaipur-homme;boucheron;men;Mature (40+);cardamom, lemon, lime, bergamot;cinnamon, carnation, rose, jasmine;benzoin, tonka bean, patchouli, cedar
vanille-de-zanzibar;boucheron;unisex;Adult (25-40);pear, mandarin orange, jasmine;bourbon vanilla, peru balsam, heliotrope;sandalwood, patchouli, white musk
jcc-no-2;castelbajac;women;Mature (40+);galbanum, bergamot, fruity notes, amalfi lemon, gardenia;ylang-ylang, carnation, iris, sandalwood, rose, jasmine, lily-of-the-valley;castoreum, oak moss, leather, olibanum, patchouli, amber, french labdanum
agua-porto;claus-porto;unisex;Adult (25-40);petitgrain, lemon, bergamot, orange;cypress, galbanum, juniper;moss, musk, amber
costume-national-homme;costume-national;men;Adult (25-40);cardamon, grapefruit, bergamot;cloves, cinnamon, thyme;sandalwood, labdanum, patchouli
empreinte;courreges;women;Mature (40+);artemisia, coriander, aldehydes, bergamot, peach;iris, jasmine, rose, melon;oak moss, castoreum, virginia cedar, patchouli, sandalwood, amber
mukhallat-tharwaan;ajmal;unisex;Adult (25-40);rose;ambergris, sandalwood;agarwood (oud), saffron, spices, musk
astronaut;de-gabor;unisex;Adult (25-40);feijoa fruit, lime, bergamot, galbanum;lavender, patchouli, geranium, rosemary, brazilian rosewood;sandalwood, ambergris, vetiver, floral notes, labdanum
cashmere-palo-santo;donna-karan;women;Adult (25-40);peach;cashmere wood, labdanum;palo santo, vanilla
dkny-women-fall-limited-edition-2020;donna-karan;women;Adult (25-40);bitter almond, bergamot, tagetes;chestnut, jasmine, gardenia;woody notes, tonka bean, musk
stag-white;estiara;men;Adult (25-40);orange, bergamot, watery notes;black currant, green tea;musk, galbanum, sandalwood
regatta;faconnable;men;Mature (40+);lemon, ginger, bergamot;sea notes, neroli, cardamom;musk, cedar, sandalwood, oakmoss
1976;floris;unisex;Adult (25-40);birch leaf, bergamot, black pepper, lemon;juniper, vetiver, lavender, jasmine;patchouli, musk, amber
blueberry;giovanna-baby;women;Adult (25-40);blueberry, sour cherry;almond;madagascar vanilla, sandalwood
ti-amo-iris;hilde-soliani;women;Adult (25-40);ivy, pepper;iris, jasmine, orris root;almond, musk, sandalwood, vetiver
lemon-vanilla-wood;in-the-box;men;Adult (25-40);lemon, bergamot;sandalwood, woodsy notes;madagascar vanilla, vetiver
emerald-oud;korres;men;Adult (25-40);black pepper, cardamom;agarwood (oud), sandalwood, vetiver;amber, vanilla
kyma;korres;unisex;Adult (25-40);mandarin orange, lime, orange;sea notes, watery notes, pepper;nutmeg, cedar, vetiver
cherry-blossom-eau-de-toilette-intense;l-occitane-en-provence;women;Adult (25-40);cherry, cassis, freesia;cherry blossom, lily-of-the-valley;palisander rosewood, musk, amber
mahina;molton-brown;women;Adult (25-40);orange blossom, ylang-ylang;jasmine, frangipani, tiare flower;vanila, cedar
leather;monotheme-venezia;unisex;Mature (40+);fruits, aromatic spices;cedar, flowers;leather, resin, woodsy notes, vanilla
pull-bear;antonio-puig;men;Youth (15-25);bergamot, mandarin orange, sage;pineapple, cinnamon, spices;woodsy notes, amber, musk
venezia;new-brand-parfums;men;Adult (25-40);green notes, juniper berries, lavender;lemon, tarragon, galbanum, bergamot, artemisia, petitgrain;pine tree needles, basil, tonka bean
jocker;nuancielo;men;Youth (15-25);citruses, red apple, ginger, juniper berries, tamarind;cannabis, geranium, freesia;tonka bean, musk, vetiver, cedar, olibanum
monsieur-balmain;pierre-balmain;men;Adult (25-40);lemon, bergamot, bitter orange, mint;ginger, sandalwood, rosemary, caraway, nutmeg, moss, pepper, thyme, rose;vetiver, sandalwood, clary sage, amber, musk
filly;roberto-capucci;women;Mature (40+);aldehydes, green notes, peach, neroli, bergamot;rose, hyacinth, carnation, ylang-ylang, orchid, jasmine;oak moss, civetta, vetyver, musk, sandalwood, amber
neroli-jasmin-perfume-oil;the-body-shop;women;Adult (25-40);neroli, violet leaf, freesia;jasmine, orange blossom, peony;vanilla, musk, amber, sandalwood
la-fumee-ottoman;miller-harris;unisex;Mature (40+);cumin, cardamom, rose, bergamot;incense, cedar, patchouli;amber, rose, fruits, vanilla, sandalwood, tonka bean
montana-black-edition;montana;men;Mature (40+);pepper, cinnamon, lavender, orange, mandarin orange;pine tree, rose, sage, jasmine;incense, leather, cedar, sandalwood
jana;verset-parfums;women;Adult (25-40);ginger flower;freesia;vanilla, woody notes
radiance;verset-parfums;women;Adult (25-40);jasmine;orange blossom;white amber
oud-shamash;the-different-company;unisex;Mature (40+);rum, saffron, pink pepper, cinnamon, davana;cypriol oil or nagarmotha, rose;agarwood (oud), tolu balsam, amber, patchouli, french labdanum, woodsy notes, sandalwood, vanille, leather, musk, ambergris
regent-leather;thameen;unisex;Adult (25-40);lemon;saffron, cardamom, jasmine, rose;vanilla, gurjan balsam, animal notes, labdanum, cedar, patchouli, musk
orissima-divine;ted-lapidus;women;Adult (25-40);neroli, mandarin orange;jasmine, orange blossom;vanilla, white musk, patchouli
vanilla-candy-sugar-marshmallow;so;women;Youth (15-25);coconut, pineapple;peach, rose;vanilla, marshmallow, sugar, sandalwood
acqua-di-colonia-cinquanta;santa-maria-novella;unisex;Adult (25-40);gardenia, tiare flower, orange blossom;green tea, woody notes, cashmere wood;white musk, woody notes, amber
marescialla;santa-maria-novella;unisex;Adult (25-40);watercress, citruses;virginia cedar, rose;oak moss, patchouli, sandalwood
charuto-mysterious-tobacco;paris-corner;unisex;Mature (40+);ginger, osmanthus, citruses, artemisia;tobacco, patchouli, guaiac wood, vetiver;tonka bean
vetiver-bourbon;parfum-d-empire;unisex;Adult (25-40);angelica;bourbon vetiver, haitian vetiver, italian orris root, clove;ambrette (musk mallow)
muschio-d-acqua;nature-s;women;Adult (25-40);frangipani, water lily, bergamot, mandarin orange;magnolia, gardenia, exotic fruits;moss, vanilla, woodsy notes
soul-batik;moresque;unisex;Mature (40+);cardamom, bergamot;incense, geranium, pink pepper;vanilla, amber, patchouli
jet-black-platinum;michael-malul-london;men;Adult (25-40);spicy notes, lavender;toffee, cinnamon;amber, suede, vanilla
arbre-de-nuit-rose;marc-joseph;women;Adult (25-40);mandarin orange, grapefruit;violet, patchouli, orange blossom;tonka bean, tuberose, vanilla
elegance;mahogany;men;Adult (25-40);pink pepper, bergamot, grapefruit, lime;ginger, cardamom, pepper;amber, tonka bean, musk, woody notes
south-water;lili-bermuda;unisex;Adult (25-40);guava, black currant, mandarin orange;vanilla, coconut milk, mimosa;white amber, white musk
my-only-wish;la-rive;women;Youth (15-25);raspberry, tangerine, lemon, bergamot;gardenia, orange blossom, ginger flower, jasmine, rose, amber;caramel, milk, vanilla, cardamom, coumarin, benzoin, licorice, sandalwood, amber
joop-homme-chill-out;joop;men;Youth (15-25);cinnamon, amalfi lemon, bergamot;tropical fruit, pineapple;lily-of-the-valley, orange blossom, heliotrope, vanilla, tonka bean, patchouli, sandalwood, pink pepper, amber, woodsy notes, vetiver, musk
arabian-nights-private-collection-woman;jesus-del-pozo;women;Youth (15-25);black currant, violet leaf, bergamot;rose, saffron, jasmine;sandalwood, agarwood (oud), praline, cedar
collection-heritage-deux-amours;jean-patou;women;Adult (25-40);bergamot, neroli;jasmine, ylang-ylang, rose, tuberose;sandalwood, styrax
sublime-eau-de-parfum;jean-patou;women;Mature (40+);green notes, bergamot, coriander, mandarin orange;ylang-ylang, orris root, carnation, rose, jasmine, lily, lily-of-the-valley;amber, sandalwood, oakmoss, musk, tonka bean, vanilla, vetiver, styrax, cedar, civet
la-joven-noche;fueguia-1833;unisex;Adult (25-40);sandalwood;sandalwood;sandalwood
unicorn-mystic-line-pink;fiorucci;women;Youth (15-25);red fruits, pink pepper, lemon;vanilla, milk, red apple, turkish rose;vanilla, amber, peach, sandalwood, tuberose, musk
the-dark-side-of-the-water;bruno-perrucci-parfums;unisex;Youth (15-25);petroleum, mandarin blossom, apple, ginger, anise, bergamot, orange blossom;white flowers, lotus, orchid, osmanthus, blueberry, hibiscus, damask rose, ylang ylang;musk, ambergris, woodsy notes, amyris, patchouli, sandalwood, agarwood (oud)
apollo-hyacinth;eric-buterbaugh-florals;unisex;Mature (40+);neroli, pear, galbanum;hyacinth, lily-of-the-valley, angelica;haitian vetiver, cedar, oakmoss
ungaro;emanuel-ungaro;women;Mature (40+);orange blossom, rose, neroli, jasmine, coriander, aldehydes, lemon, bergamot;turkish rose, iris, lily-of-the-valley;tonka bean, vanilla, amber, sandalwood, cardamom, patchouli, musk, cedar
ungaro-pour-l-homme-iii-oud;emanuel-ungaro;men;Adult (25-40);pepper, cardamom;cacao pod;agarwood (oud)
trajan;electimuss;unisex;Mature (40+);blood orange, mandarin orange, bergamot, lemon;saffron, lavender, sage;ambergris, cedar, oakmoss
emperor-s-court;dixit-zak;unisex;Mature (40+);bulgarian rose, indian jasmine, bergamot;indian spices, turkish rose, egyptian jasmine, ylang-ylang;amber, labdanum, myrrh, opoponax, sandalwood, benzoin, vanilla, ambergris, oakmoss, patchouli, thailand oud, tobacco, olibanum, castoreum, choya nakh, cambodian oud, musk, civet, saffron, indian oud, laotian oud, pandanus
jardin-jaune;conde-parfum;unisex;Adult (25-40);mandarin orange, bergamot;honey, jasmine, lily, orange blossom;patchouli, hazelnut, vanilla, amber, musk
loubirouge;christian-louboutin;women;Adult (25-40);cardamom;iris;vanilla
parfum-sacre-eau-de-parfum-intense;caron;women;Adult (25-40);pepper, cardamom, cinnamon;spices, rose, jasmine;myrhh, vanille, musk
apoena;avatim;women;Adult (25-40);litchi, freesia, mandarin orange;magnolia, jasmine, black pepper, ginger;musk, amber
gigi;avatim;women;Adult (25-40);fig, pomegranate, seriguela;jasmine, orchid, lily;musk, amber, cedar
amber-oud-gold-edition;al-haramain-perfumes;unisex;Youth (15-25);bergamot, green notes;sweet notes, melon, pineapple, amber;musk, vanilla, woody notes
junoon-noir;al-haramain-perfumes;women;Adult (25-40);kumquat, lime;orris, violet, jasmine, lily-of-the-valley;vanilla, musk, sandalwood, cedar
victory;armaf;men;Adult (25-40);pear, cardamom, orange;fruits, pink pepper, lavender;patchouli, vetiver
hunter-intense;armaf;men;Adult (25-40);bergamot, pomelo, mandarin orange, lemon;lavender, ylang ylang, tuberose, geranium;black pepper, cardamom
oak-for-men;bath-body-works;men;Mature (40+);bergamot, amalfi lemon, juniper, clary sage, aldehydes;nutmeg, lavender, african orange flower, pepper, clove, geranium;oak, virginia cedar, musk, sandalwood, vetyver, coffee, patchouli
jasmin-noir-l-elixir-eau-de-parfum;bvlgari;women;Adult (25-40);sugar, pink pepper, orange, bergamot;jasmine sambac, almond, tuberose;resins, musk, fir resin
212-on-ice-2004;carolina-herrera;women;Adult (25-40);mandarin orange, grapefruit, bergamot;rose, peony, jasmine, gardenia;musk
declaration-d-un-soir;cartier;men;Adult (25-40);black pepper, cardamom, caraway;rose, nutmeg;sandalwood
les-exclusifs-de-chanel-cuir-de-russie;chanel;women;Mature (40+);african orange flower, bergamot, mandarin orange;ylang-ylang, jasmine, rose, oriental notes;leather, birch, tobacco, musk
pour-monsieur-concentree;chanel;men;Mature (40+);mandarin orange, lavender, petitgrain;cardamom, nutmeg;vanilla, oakmoss, opoponax, vetiver
silver-shadow-pure-blend;davidoff;men;Mature (40+);cinnamon, orange, cedar;patchouli, cloves, saffron;benzoin, amber, oakmoss
dior-addict-eau-de-parfum;dior;women;Adult (25-40);mandarin orange, silkwood blossom, orange blossom;night blooming cereus, bulgarian rose;vanilla, tonka bean, sandalwood
jasmin-des-anges;dior;unisex;Adult (25-40);bergamot;jasmine, apricot, osmanthus, peach;white musk, vanilla
hypnotic-poison-diable-rouge;dior;women;Adult (25-40);coconut, plum, apricot;caraway, tuberose, jasmine, rose, lily-of-the-valley, brazilian rosewood;vanilla, almond, musk, sandalwood, woody notes, amber
34-boulevard-saint-germain-eau-de-parfum;diptyque;unisex;Adult (25-40);cinnamon, clove, pink pepper, cassis, citruses;iris, violet, rose, geranium, tuberose;woody notes, sandalwood, amber, vanilla
impossible-bouquet-olene;diptyque;women;Adult (25-40);honeysuckle, narcissus;jasmine, wisteria;white flowers, green notes
alliage-sport-spray;estee-lauder;women;Mature (40+);lemon, jasmine;nutmeg, rose;oakmoss, vetiver, cedar
bronze-goddess-eau-fraiche-skinscent;estee-lauder;women;Adult (25-40);bergamot, mandarin orange, lemon;coconut, tiare flower, neroli, jasmine, lavender, magnolia;vanilla, amber, myrhh, vetiver
jasmine-white-moss;estee-lauder;women;Adult (25-40);galbanum, bergamot, black currant;jasmine sambac, indian jasmine, violet, ylang-ylang, orange blossom, orris root;moss, vetiver, patchouli
bianco-latte-limited-edition;giardini-di-toscana;unisex;Youth (15-25);caramel;coumarin, honey;vanilla, white musk
the-yulong-soie-de-nacre;giorgio-armani;unisex;Adult (25-40);mandarin orange, petitgrain, cardamom;green tea, black tea, jasmine, orange blossom;ambrette (musk mallow), iris, vetiver
emporio-armani-stronger-with-you;giorgio-armani;men;Adult (25-40);chestnut, sugar;sage, lavender;vanilla, smoke
overture-man;amouage;men;Mature (40+);cognac, cumin, cardamom, nutmeg, saffron, grapefruit, ginger;myrrh, labdanum, cinnamon, benzoin, mastic or lentisque, patchouli, geranium;animal notes, smoke, incense, leather, sandalwood, clary sage
organza-fleur-d-oranger-de-nabeul-2006;givenchy;women;Adult (25-40);neroli, petitgrain;orange blossom, gardenia, peony;vanilla, spices, woodsy notes
very-irresistible-eau-de-parfum;givenchy;women;Youth (15-25);star anise, pear, green apple;liv tyler rose, rose, peony, magnolia;rose, vanilla, patchouli
habit-rouge-rouge-prive;guerlain;men;Mature (40+);bergamot, ginger;orange blossom, iris;leather, vanilla, patchouli
neroli-outrenoir;guerlain;unisex;Mature (40+);petitgrain, bergamot, tangerine, lemon, grapefruit;tea, neroli, orange blossom, smoke, earthy notes;vanilla, myrrh, benzoin, ambrette (musk mallow), oakmoss
french-kiss;guerlain;women;Youth (15-25);raspberry, litchi;violet, rose;heliotrope, vanilla, orris root, white musk
apres-l-ondee-eau-de-toilette;guerlain;women;Mature (40+);anise, cassis;violet, powdery notes, carnation;iris, vanille
vol-de-nuit-eau-de-toilette;guerlain;women;Adult (25-40);galbanum, bergamot, petitgrain;narcissus, spices, jasmine;iris, vanilla, woody notes, amber, patchouli
terre-d-hermes;hermes;men;Adult (25-40);orange, grapefruit;pepper, pelargonium, flint;vetiver, cedar, patchouli, benzoin
boss-the-scent-parfum-edition;hugo-boss;men;Mature (40+);ginger, citruses;maninka, orris root, lavender, patchouli;leather, woody notes
l-eau-d-issey-pour-homme-summer-2013;issey-miyake;men;Youth (15-25);grapefruit, kiwi, coriander;pineapple, nutmeg;vetiver, cypress
l-eau-d-issey-pour-homme-summer-edition-by-kevin-lucbert;issey-miyake;men;Adult (25-40);watery notes, bergamot, lemon;eucalyptus, jasmine, basil;cypress, pine, balsam fir, cedar
le-male-summer-2011;jean-paul-gaultier;men;Adult (25-40);lavender, mint, cardamom;african orange flower;vanille, sandalwood, musk
trulygracious;kate-spade;women;Adult (25-40);bamboo;green notes;musk
lalique-pour-homme-equus;lalique;men;Mature (40+);bergamot, lemon, citron;juniper, cardamom, violet leaf, nutmeg, brazilian redwood, mace;sequoia, vetiver, leather, benzoin, amyris, musk
glorious-indigo;lalique;unisex;Adult (25-40);cinnamon, ginger;precious woods, labdanum, javanol;guaiac wood, papyrus, black amber, patchouli
cuir-de-lancome;lancome;women;Adult (25-40);saffron, mandarin orange, bergamot;patchouli, ylang-ylang, hawthorn, jasmine;birch, styrax, orris root
sikkim;lancome;women;Mature (40+);galbanum, aldehydes, caraway, gardenia, bergamot;carnation, rose, narcissus, iris, jasmine;oakmoss, leather, vetiver, patchouli, amber, coconut
ajwaa;lattafa-perfumes;unisex;Mature (40+);dates, elemi, lemon, bergamot;licorice, myrrh;benzoin, incense
asad;lattafa-perfumes;men;Mature (40+);black pepper, tobacco, pineapple;patchouli, coffee, iris;vanilla, amber, dry wood, benzoin, labdanum
fakhar-black;lattafa-perfumes;men;Youth (15-25);apple, bergamot, ginger;lavender, sage, juniper berries, geranium;tonka bean, amberwood, cedar, vetiver
ishq-al-shuyukh-gold;lattafa-perfumes;unisex;Mature (40+);caramel, saffron;suede, leather, tonka bean;vanilla, amber, musk
marc-jacobs-autumn-splash-violet;marc-jacobs;women;Adult (25-40);peony, bergamot;violet, orchid, orris root;musk, vanilla, ginger, cedar
limiar;natura;women;Adult (25-40);ylang-ylang, bergamot, gardenia, rose, violet, mandarin orange;jasmine, rose, cassis, red currant, plum;patchouli, sandalwood, cedar, musk, vetiver
ani;nishane;unisex;Adult (25-40);ginger, bergamot, pink pepper, green notes;cardamom, black currant, turkish rose;vanilla, benzoin, sandalwood, cedar, patchouli, ambergris, musk
coffee-man-passione;o-boticario;men;Mature (40+);cinnamon, nutmeg, lavender, citruses;cedar, orchid, patchouli, geranium;coffee, benzoin, vanilla, amber, oakmoss, sandalwood, vetiver
egeo-provoque;o-boticario;unisex;Adult (25-40);narcissus;saffron;amber, tolu balsam
lily-absolu;o-boticario;women;Adult (25-40);frangipani, pink pepper;jasmine sambac, lily, ylang-ylang, orange blossom, osmanthus;vanilla, musk, sandalwood
make-b-modern-asia;o-boticario;women;Mature (40+);lime, mandarin orange, lemon;orange blossom;incense, palm tree, cedar
